"","Index","X_1","X_2","X_3","X_4"
"1",1,2.50667514205435,0.338220387428598,-0.104406122693872,0.214652959785491
"2",2,1.3460422973167,1.84848600342246,0.315395985467411,1.42025753207137
"3",3,-0.95214525005995,1.91180575222015,3.53539878073307,0.56961245854968
"4",4,1.55413384632361,0.11565803755557,0.630581699024283,0.204663312631772
"5",5,1.47320475434007,2.43942991968199,1.15237468492035,1.04192177448787
"6",6,2.3163748927615,-0.353113239789019,0.956846960668246,2.67968031138722
"7",7,1.42118487662816,-0.540945348484864,0.326671122645722,1.19351592354444
"8",8,-0.82162513378334,0.305392794014976,0.900063100741932,0.785042105187167
"9",9,1.75943588187603,1.12473017370841,0.77756715806848,1.9727315670848
"10",10,2.17909516951435,1.80982659588591,2.69261915395563,2.14274097758634
"11",11,1.03682534049008,1.42418645382038,0.956578442490722,1.9070287830929
"12",12,0.737619043792964,2.27992753668321,1.78316855093584,1.15105904115811
"13",13,-0.4225402295671,1.64346890220916,1.10896696361542,0.775368613800892
"14",14,2.9262965461825,0.54731495572433,2.62168979081077,0.773762703722942
"15",15,2.032716956913,1.33007669677516,0.401855731151402,0.949513485689035
"16",16,-0.322264062869453,1.84211724932525,1.46579697342856,0.305972512871393
"17",17,-0.13436010825135,0.759521559149398,1.77097456975676,1.00047851333613
"18",18,0.0134062081711777,2.49642721120973,2.20354406243717,1.9950623565102
"19",19,0.749201155824749,2.61262004617986,3.25785205849316,1.1435082980503
"20",20,-0.0256573678790568,0.199332018943405,0.0739592153522977,1.0486437971609
"21",21,0.441267045380527,1.6606469522873,0.958988094920855,0.759617642197869
"22",22,1.7519276688053,1.09769347547608,1.97543555836727,1.40354095085407
"23",23,1.45677484936109,1.67516720530586,0.79281481276285,1.34514695302966
"24",24,0.631026982363965,0.136536496943135,0.531204064173598,1.5799947981278
"25",25,-0.960823587600188,0.854310250386868,2.23476357263755,0.894928890028376
"26",26,2.30974385500786,-1.89561878565264,-0.182170550498947,0.294459005301755
"27",27,1.740600496753,2.07681403156518,1.53163424963235,-0.18571619666294
"28",28,0.238537512635296,1.42551332379471,-0.0757896854536444,1.33200835581936
