"","Index","X_1","X_2","X_3","X_4"
"1",1,3.25973339415355,-0.166749250381911,-0.912907025111913,-1.13921764102194
"2",2,1.32941771553726,2.34506093200788,-0.214709834696305,2.45264670577393
"3",3,-2.49283104746813,2.45037167211352,5.14066323532448,1.86306767038509
"4",4,1.67550681809612,-0.53690557964442,0.30949377311407,1.28844140908768
"5",5,1.54090895984979,3.32789397168163,1.17731789702543,1.33856766268421
"6",6,2.94323403217175,-1.31654623038595,0.852124418795609,2.25362422415875
"7",7,1.45439168954999,-1.62894068484851,-0.195957501283957,-0.10304508083419
"8",8,-2.27575548566071,-0.221346721532988,0.757683893865528,3.51483748015496
"9",9,2.01695651933066,1.14134070995714,0.553953799734946,1.85408215268009
"10",10,2.71491617666598,2.28076423315762,3.7389876455262,-0.501093522194139
"11",11,0.815141092604562,1.6393837863539,0.851677830668779,1.13142387315984
"12",12,0.317513778097771,3.06261632416786,2.22642769524067,1.48789075900824
"13",13,-1.61201427654318,2.00408512156891,1.10512400264459,0.538114933353259
"14",14,3.95763004522984,0.181008031625727,3.62102091524318,3.19646558614083
"15",15,2.47146609676057,1.48286440095237,-0.0709136260850358,3.70879861447332
"16",16,-1.44523917824604,2.33446868835148,1.69858865054435,0.431427366968163
"17",17,-1.13272523267067,0.53394111942742,2.2061471791744,-0.408278249025211
"18",18,-0.886966516936357,3.42268946706461,2.92557854594813,1.16166676401671
"19",19,0.336776659161162,3.61593649785703,4.67905921307283,0.438438185546622
"20",20,-0.951935411840958,-0.397742536915179,-0.616257304993021,0.927865695878302
"21",21,-0.175366387682913,2.03265493117257,0.855685463131528,-0.441812168182911
"22",22,2.0044691754867,1.09637441184443,2.54619808654767,1.04394473911939
"23",23,1.51358343367423,2.05680440461396,0.579313057016109,0.537040200834525
"24",24,0.140234349615857,-0.502181405084049,0.14421307515188,0.621259538138844
"25",25,-2.50726449306137,0.691589679590791,2.97750152080772,0.531855041585998
"26",26,2.9322055693815,-3.8819765066644,-1.04224154714562,3.09521727628466
"27",27,1.98563029986289,2.72480649460314,1.80808643623065,3.04710772832218
"28",28,-0.512537610564456,1.641590580627,-0.865313371596588,1.81167998318422
"29",29,-0.649373671535864,0.193382135506826,0.171428525624379,1.30222451172534
"30",30,1.62337320000215,1.66327019650967,1.11772855847643,5.49729285420765
"31",31,-0.413318498974221,0.490118499759002,-1.62158986116308,0.837883651329759
"32",32,2.09734463674304,1.13812632717461,2.04173556905556,-0.0498422240050205
"33",33,3.520546789709,-0.830908497845926,1.96219135188028,2.9527743350427
"34",34,-0.597021370612244,1.15006935954021,2.34129972974366,3.0907217716833
"35",35,-1.18382784816798,1.31096454454517,2.22977041922866,4.90121097961619
"36",36,0.0441384595273098,2.03238772278922,1.8699190164675,0.911319973829446
"37",37,1.23973959755813,-0.838435909826218,-0.685936112037118,2.62268950638267
"38",38,0.337260751153644,1.79553419281041,1.95128296874471,-1.30827526396538
"39",39,1.51878552727104,2.2488331520487,1.95079277778865,-1.61447245450701
"40",40,1.25055409580162,-0.0697195291849819,0.739539625968523,1.10975073151324
"41",41,0.501153646129242,2.70223749682521,1.58150076140952,0.212218023605841
"42",42,1.80587094991371,1.79836345199011,-0.187817751238287,-0.927103328422396
"43",43,-0.0984873630709304,-2.58497489711715,2.42561908106031,0.431454422240509
"44",44,3.89997809851238,1.16078101530931,0.564903184237226,-0.327121271535266
"45",45,2.61340806720593,0.989368778103257,1.24315943267931,4.39655599060418
"46",46,1.95658634849859,1.74376623727645,4.55997519524974,0.165347867702112
"47",47,-0.880317314095068,2.74224891351327,2.08586188534235,4.11742339513505
"48",48,2.37993590430772,0.338162815394689,0.693334870126807,4.92708518196196
"49",49,2.75044391298544,2.00401828962958,1.44889963405734,0.273727381410609
"50",50,1.6072763799638,-0.657992833346041,0.521797062354271,-0.968660054203759
"51",51,-0.146460990594219,1.93993786908028,4.17774024720879,2.18538411254569
"52",52,-0.0871161850639171,-0.09087983690318,-0.894241812021832,4.06512337258734
"53",53,1.71125253707966,2.60673408929007,0.104383622664292,1.88207116976735
"54",54,2.18020720421117,2.01495855583491,-1.20436229303448,3.0326048682471
"55",55,0.530080800296312,-1.97436495301978,4.15586888484268,2.30159042591338
"56",56,2.79136686713048,1.31423959816713,0.256176173519777,1.81991201099755
"57",57,-1.07383705919677,1.75767454332583,2.07583415751539,0.523140459720043
"58",58,0.138323296400244,1.74720655522768,1.59720609963428,3.32496381561192
"59",59,2.93390164410204,0.143093260429277,2.52395090263986,-0.293935197624436
"60",60,1.58697152140402,0.932262907919597,-0.618272565477781,1.05655356383855
"61",61,0.169676353754457,2.93533840191924,1.12773605506089,5.37545803289317
"62",62,0.895326620120354,-0.425592958776256,1.25996061756397,-0.213764258035823
"63",63,0.0703294936230429,-1.68574874500422,-0.150120835027049,1.58232631159974
"64",64,-0.25721325654992,2.33499482169331,3.713969468973,1.59076171826839
"65",65,2.52195682720273,-1.02690685318447,-1.00500598928383,0.239713880017505
"66",66,3.07318579858153,0.269641217473693,2.58456398763977,1.99230912877022
"67",67,3.47930346584411,1.94869305928503,1.41145955690189,2.54398707443923
"68",68,1.88797255488604,1.75579978435593,0.499781485666585,4.73160284004508
"69",69,-0.840208564800993,4.32969717986725,-0.610256102165468,4.15340391449147
"70",70,-0.438435879880699,1.78828644987881,2.28043550726889,-0.709556764468382
"71",71,2.91231746571201,2.68302110996107,2.49773363153698,3.19975075097691
"72",72,1.19903124725452,1.29175858474251,0.769492874408464,0.778515559993246
"73",73,0.347683110947918,1.55110471755398,1.74892967648357,0.782955465619321
"74",74,2.13376271430242,1.31160688377293,2.75923120221995,1.48208820707024
"75",75,1.15623609067205,3.19803376683052,1.83963967173661,2.80467185030074
"76",76,2.74203875875858,1.49396314065651,3.46155368646629,3.60229366878266
"77",77,-2.27574041373267,3.11506656934192,0.534558753571755,1.30649364321569
"78",78,3.9829673577866,0.429742248552478,3.26879776045659,1.10639858087115
"79",79,1.85019374020209,-0.763294677698378,1.12615294831778,-0.275673220517258
"80",80,1.79579067819096,0.378914737309062,-2.65113891796664,-1.84630085344092
"81",81,1.63073017980847,0.130702351462387,-0.594367094702875,0.624258939579847
"82",82,4.71404380602795,1.54409576389593,2.63173885019197,0.781870493739563
"83",83,1.03433672430032,0.227218253892515,0.817983951853478,0.717423466198835
"84",84,-0.670183224590781,3.47955102391971,2.70425625429377,0.726840163620581
"85",85,-0.187194020644231,0.828853084957391,1.67916382253009,-0.173707917421234
"86",86,1.06532601978833,3.62988630810314,3.43046924530008,1.4712304499646
"87",87,1.0533743445076,4.09617935809755,3.36715391094616,1.43285813503411
"88",88,2.92802097212902,2.42334652922132,2.73049465736638,1.99713709233296
"89",89,0.743182662527549,3.31579155871545,2.90750908057567,1.76996172476628
"90",90,-0.0411133271583979,0.999355580139364,1.87551855529402,-0.876390020821174
"91",91,1.08276469305691,1.42948113871624,1.23800133335169,2.14024559736785
"92",92,0.0402135428316502,0.122195788663104,1.34908163817251,-1.46841979034253
"93",93,2.07566487572854,-3.75578475612634,3.82567983507956,-0.732413854173025
"94",94,2.28035069394673,-0.031940103282257,-1.91971585474784,0.462329620483964
"95",95,4.35118123616437,2.8369219833039,2.42016750705484,2.74617596476645
"96",96,1.9826050012019,1.8276851279811,2.33442348021082,1.21510238426289
"97",97,0.490662406328352,2.18573142958045,-0.249247835010927,0.995788960488859
"98",98,0.156499677874978,3.12790694607837,1.56539100252337,4.30402421728573
"99",99,1.24406681010662,0.13201731705824,3.37678941174799,0.294464491592403
"100",100,-0.0414126502585357,3.47576633705126,2.63788479001731,4.07466248005263
